"siteName","stateCode","siteVisitName","taxonGenus","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance"
"QDAGUP0031","QD",20220601,"Grevillea",-16.84806,143.1575,"2022-06-01T13:51:43",2
"QDAGUP0031","QD",20220601,"Lobelia",-16.84806,143.1575,"2022-06-01T13:51:43",1
"QDAGUP0031","QD",20220601,"Melaleuca",-16.84806,143.1575,"2022-06-01T13:51:43",192
"QDAGUP0031","QD",20220601,"Panicum",-16.84806,143.1575,"2022-06-01T13:51:43",16
"QDAGUP0031","QD",20220601,"Pheidochloa",-16.84806,143.1575,"2022-06-01T13:51:43",102
"QDAGUP0031","QD",20220601,"Poaceae",-16.84806,143.1575,"2022-06-01T13:51:43",87
"QDAGUP0031","QD",20220601,"Polycarpaea",-16.84806,143.1575,"2022-06-01T13:51:43",28
"QDAGUP0031","QD",20220601,"Pseudopogonatherum",-16.84806,143.1575,"2022-06-01T13:51:43",7
"QDAGUP0031","QD",20220601,"Rhynchospora",-16.84806,143.1575,"2022-06-01T13:51:43",13
"QDAGUP0031","QD",20220601,"Schizachyrium",-16.84806,143.1575,"2022-06-01T13:51:43",107
"QDAGUP0031","QD",20220601,"Sorghum",-16.84806,143.1575,"2022-06-01T13:51:43",7
"QDAGUP0031","QD",20220601,"Spermacoce",-16.84806,143.1575,"2022-06-01T13:51:43",21
"QDAGUP0031","QD",20220601,"Stackhousia",-16.84806,143.1575,"2022-06-01T13:51:43",1
"QDAGUP0031","QD",20220601,"Tephrosia",-16.84806,143.1575,"2022-06-01T13:51:43",5
"QDAGUP0031","QD",20220601,"Thaumastochloa",-16.84806,143.1575,"2022-06-01T13:51:43",2
"QDAGUP0031","QD",20220601,NA,-16.84806,143.1575,"2022-06-01T13:51:43",307
"QDAGUP0032","QD",20220528,"Acacia",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Acanthospermum",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Achyranthes",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Aristida",-19.13589,143.4732,"2022-05-28T15:34:30",555
"QDAGUP0032","QD",20220528,"Atalaya",-19.13589,143.4732,"2022-05-28T15:34:30",6
"QDAGUP0032","QD",20220528,"Bothriochloa",-19.13589,143.4732,"2022-05-28T15:34:30",29
"QDAGUP0032","QD",20220528,"Breynia",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Chrysopogon",-19.13589,143.4732,"2022-05-28T15:34:30",167
"QDAGUP0032","QD",20220528,"Corymbia",-19.13589,143.4732,"2022-05-28T15:34:30",102
"QDAGUP0032","QD",20220528,"Crotalaria",-19.13589,143.4732,"2022-05-28T15:34:30",18
"QDAGUP0032","QD",20220528,"Cyanthillium",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Desmodium",-19.13589,143.4732,"2022-05-28T15:34:30",16
"QDAGUP0032","QD",20220528,"Digitaria",-19.13589,143.4732,"2022-05-28T15:34:30",7
"QDAGUP0032","QD",20220528,"Enneapogon",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Eucalyptus",-19.13589,143.4732,"2022-05-28T15:34:30",87
"QDAGUP0032","QD",20220528,"Gardenia",-19.13589,143.4732,"2022-05-28T15:34:30",9
"QDAGUP0032","QD",20220528,"Glossocardia",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Glycine",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Heteropogon",-19.13589,143.4732,"2022-05-28T15:34:30",113
"QDAGUP0032","QD",20220528,"Hibiscus",-19.13589,143.4732,"2022-05-28T15:34:30",3
"QDAGUP0032","QD",20220528,"Malvastrum",-19.13589,143.4732,"2022-05-28T15:34:30",4
"QDAGUP0032","QD",20220528,"Melhania",-19.13589,143.4732,"2022-05-28T15:34:30",29
"QDAGUP0032","QD",20220528,"Mesosphaerum",-19.13589,143.4732,"2022-05-28T15:34:30",4
"QDAGUP0032","QD",20220528,"Panicum",-19.13589,143.4732,"2022-05-28T15:34:30",40
"QDAGUP0032","QD",20220528,"Perotis",-19.13589,143.4732,"2022-05-28T15:34:30",11
"QDAGUP0032","QD",20220528,"Poaceae",-19.13589,143.4732,"2022-05-28T15:34:30",4
"QDAGUP0032","QD",20220528,"Polymeria",-19.13589,143.4732,"2022-05-28T15:34:30",9
"QDAGUP0032","QD",20220528,"Setaria",-19.13589,143.4732,"2022-05-28T15:34:30",53
"QDAGUP0032","QD",20220528,"Sida",-19.13589,143.4732,"2022-05-28T15:34:30",2
"QDAGUP0032","QD",20220528,"Smilax",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Stylosanthes",-19.13589,143.4732,"2022-05-28T15:34:30",8
"QDAGUP0032","QD",20220528,"Tephrosia",-19.13589,143.4732,"2022-05-28T15:34:30",34
"QDAGUP0032","QD",20220528,"Terminalia",-19.13589,143.4732,"2022-05-28T15:34:30",5
"QDAGUP0032","QD",20220528,"Thaumastochloa",-19.13589,143.4732,"2022-05-28T15:34:30",8
"QDAGUP0032","QD",20220528,"Triumfetta",-19.13589,143.4732,"2022-05-28T15:34:30",1
"QDAGUP0032","QD",20220528,"Urochloa",-19.13589,143.4732,"2022-05-28T15:34:30",2
"QDAGUP0032","QD",20220528,"Waltheria",-19.13589,143.4732,"2022-05-28T15:34:30",10
"QDAGUP0032","QD",20220528,"Zornia",-19.13589,143.4732,"2022-05-28T15:34:30",3
"QDAGUP0032","QD",20220528,NA,-19.13589,143.4732,"2022-05-28T15:34:30",391
"QDAMGD0001","QD",20130417,"Acacia",-23.52077,144.2259,"2013-04-17T00:00:00",6
"QDAMGD0001","QD",20130417,"Aristida",-23.52077,144.2259,"2013-04-17T00:00:00",21
"QDAMGD0001","QD",20130417,"Astrebla",-23.52077,144.2259,"2013-04-17T00:00:00",130
"QDAMGD0001","QD",20130417,"Bothriochloa",-23.52077,144.2259,"2013-04-17T00:00:00",2
"QDAMGD0001","QD",20130417,"Cenchrus",-23.52077,144.2259,"2013-04-17T00:00:00",6
"QDAMGD0001","QD",20130417,"Cyperus",-23.52077,144.2259,"2013-04-17T00:00:00",1
"QDAMGD0001","QD",20130417,"Dichanthium",-23.52077,144.2259,"2013-04-17T00:00:00",48
"QDAMGD0001","QD",20130417,"Enneapogon",-23.52077,144.2259,"2013-04-17T00:00:00",3
"QDAMGD0001","QD",20130417,"Iseilema",-23.52077,144.2259,"2013-04-17T00:00:00",5
"QDAMGD0001","QD",20130417,"Marsilea",-23.52077,144.2259,"2013-04-17T00:00:00",1
"QDAMGD0001","QD",20130417,"Panicum",-23.52077,144.2259,"2013-04-17T00:00:00",23
"QDAMGD0001","QD",20130417,"Sida",-23.52077,144.2259,"2013-04-17T00:00:00",7
"QDAMGD0001","QD",20130417,"Solanum",-23.52077,144.2259,"2013-04-17T00:00:00",1
"QDAMGD0001","QD",20130417,"Sporobolus",-23.52077,144.2259,"2013-04-17T00:00:00",15
"QDAMGD0001","QD",20130417,"Vachellia",-23.52077,144.2259,"2013-04-17T00:00:00",1
"QDAMGD0001","QD",20130417,NA,-23.52077,144.2259,"2013-04-17T00:00:00",60
"QDAMGD0002","QD",20130418,"Acacia",-23.50948,144.226,"2013-04-18T00:00:00",12
"QDAMGD0002","QD",20130418,"Aristida",-23.50948,144.226,"2013-04-18T00:00:00",3
"QDAMGD0002","QD",20130418,"Capparis",-23.50948,144.226,"2013-04-18T00:00:00",2
"QDAMGD0002","QD",20130418,"Cenchrus",-23.50948,144.226,"2013-04-18T00:00:00",59
"QDAMGD0002","QD",20130418,"Cyperus",-23.50948,144.226,"2013-04-18T00:00:00",10
"QDAMGD0002","QD",20130418,"Dactyloctenium",-23.50948,144.226,"2013-04-18T00:00:00",2
"QDAMGD0002","QD",20130418,"Duma",-23.50948,144.226,"2013-04-18T00:00:00",1
"QDAMGD0002","QD",20130418,"Enneapogon",-23.50948,144.226,"2013-04-18T00:00:00",4
"QDAMGD0002","QD",20130418,"Eragrostis",-23.50948,144.226,"2013-04-18T00:00:00",13
"QDAMGD0002","QD",20130418,"Eucalyptus",-23.50948,144.226,"2013-04-18T00:00:00",121
"QDAMGD0002","QD",20130418,"Leptochloa",-23.50948,144.226,"2013-04-18T00:00:00",8
"QDAMGD0002","QD",20130418,"Lysiphyllum",-23.50948,144.226,"2013-04-18T00:00:00",28
"QDAMGD0002","QD",20130418,"Ocimum",-23.50948,144.226,"2013-04-18T00:00:00",7
"QDAMGD0002","QD",20130418,"Paspalidium",-23.50948,144.226,"2013-04-18T00:00:00",30
"QDAMGD0002","QD",20130418,"Poaceae",-23.50948,144.226,"2013-04-18T00:00:00",35
"QDAMGD0002","QD",20130418,"Salsola",-23.50948,144.226,"2013-04-18T00:00:00",2
"QDAMGD0002","QD",20130418,"Santalum",-23.50948,144.226,"2013-04-18T00:00:00",6
"QDAMGD0002","QD",20130418,"Sclerolaena",-23.50948,144.226,"2013-04-18T00:00:00",2
"QDAMGD0002","QD",20130418,"Sida",-23.50948,144.226,"2013-04-18T00:00:00",1
"QDAMGD0002","QD",20130418,"Themeda",-23.50948,144.226,"2013-04-18T00:00:00",1
"QDAMGD0002","QD",20130418,"Tripogonella",-23.50948,144.226,"2013-04-18T00:00:00",1
"QDAMGD0002","QD",20130418,"Vachellia",-23.50948,144.226,"2013-04-18T00:00:00",5
"QDAMGD0002","QD",20130418,"Ventilago",-23.50948,144.226,"2013-04-18T00:00:00",10
"QDAMGD0002","QD",20130418,"Xanthium",-23.50948,144.226,"2013-04-18T00:00:00",9
"QDAMGD0002","QD",20130418,NA,-23.50948,144.226,"2013-04-18T00:00:00",92
"QDAMGD0003","QD",20130420,"Aristida",-23.53083,144.3035,"2013-04-20T13:50:00",15
"QDAMGD0003","QD",20130420,"Astrebla",-23.53083,144.3035,"2013-04-20T13:50:00",105
"QDAMGD0003","QD",20130420,"Boerhavia",-23.53083,144.3035,"2013-04-20T13:50:00",1
"QDAMGD0003","QD",20130420,"Cenchrus",-23.53083,144.3035,"2013-04-20T13:50:00",14
"QDAMGD0003","QD",20130420,"Dichanthium",-23.53083,144.3035,"2013-04-20T13:50:00",39
"QDAMGD0003","QD",20130420,"Enneapogon",-23.53083,144.3035,"2013-04-20T13:50:00",3
"QDAMGD0003","QD",20130420,"Iseilema",-23.53083,144.3035,"2013-04-20T13:50:00",19
"QDAMGD0003","QD",20130420,"Panicum",-23.53083,144.3035,"2013-04-20T13:50:00",119
"QDAMGD0003","QD",20130420,"Sida",-23.53083,144.3035,"2013-04-20T13:50:00",6
"QDAMGD0003","QD",20130420,"Sporobolus",-23.53083,144.3035,"2013-04-20T13:50:00",5
"QDAMGD0003","QD",20130420,NA,-23.53083,144.3035,"2013-04-20T13:50:00",86
"QDAMGD0004","QD",20130419,"Acacia",-23.51407,144.3417,"2013-04-19T00:00:00",96
"QDAMGD0004","QD",20130419,"Alectryon",-23.51407,144.3417,"2013-04-19T00:00:00",7
"QDAMGD0004","QD",20130419,"Astrebla",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Atriplex",-23.51407,144.3417,"2013-04-19T00:00:00",4
"QDAMGD0004","QD",20130419,"Boerhavia",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Cenchrus",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Chloris",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Dactyloctenium",-23.51407,144.3417,"2013-04-19T00:00:00",69
"QDAMGD0004","QD",20130419,"Digitaria",-23.51407,144.3417,"2013-04-19T00:00:00",2
"QDAMGD0004","QD",20130419,"Enchylaena",-23.51407,144.3417,"2013-04-19T00:00:00",4
"QDAMGD0004","QD",20130419,"Enneapogon",-23.51407,144.3417,"2013-04-19T00:00:00",2
"QDAMGD0004","QD",20130419,"Eremophila",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Iseilema",-23.51407,144.3417,"2013-04-19T00:00:00",7
"QDAMGD0004","QD",20130419,"Poaceae",-23.51407,144.3417,"2013-04-19T00:00:00",2
"QDAMGD0004","QD",20130419,"Salsola",-23.51407,144.3417,"2013-04-19T00:00:00",4
"QDAMGD0004","QD",20130419,"Sclerolaena",-23.51407,144.3417,"2013-04-19T00:00:00",38
"QDAMGD0004","QD",20130419,"Sida",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Solanum",-23.51407,144.3417,"2013-04-19T00:00:00",1
"QDAMGD0004","QD",20130419,"Sporobolus",-23.51407,144.3417,"2013-04-19T00:00:00",2
"QDAMGD0004","QD",20130419,NA,-23.51407,144.3417,"2013-04-19T00:00:00",57
"QDAMGD0005","QD",20130419,"Acacia",-23.51774,144.3333,"2013-04-19T00:00:00",32
"QDAMGD0005","QD",20130419,"Amyema",-23.51774,144.3333,"2013-04-19T00:00:00",2
"QDAMGD0005","QD",20130419,"Aristida",-23.51774,144.3333,"2013-04-19T00:00:00",1
"QDAMGD0005","QD",20130419,"Bothriochloa",-23.51774,144.3333,"2013-04-19T00:00:00",1
"QDAMGD0005","QD",20130419,"Cenchrus",-23.51774,144.3333,"2013-04-19T00:00:00",104
"QDAMGD0005","QD",20130419,"Cucumis",-23.51774,144.3333,"2013-04-19T00:00:00",1
"QDAMGD0005","QD",20130419,"Cyperus",-23.51774,144.3333,"2013-04-19T00:00:00",30
"QDAMGD0005","QD",20130419,"Dactyloctenium",-23.51774,144.3333,"2013-04-19T00:00:00",1
"QDAMGD0005","QD",20130419,"Eragrostis",-23.51774,144.3333,"2013-04-19T00:00:00",17
"QDAMGD0005","QD",20130419,"Eucalyptus",-23.51774,144.3333,"2013-04-19T00:00:00",95
"QDAMGD0005","QD",20130419,"Goodenia",-23.51774,144.3333,"2013-04-19T00:00:00",1
"QDAMGD0005","QD",20130419,"Leptochloa",-23.51774,144.3333,"2013-04-19T00:00:00",1
"QDAMGD0005","QD",20130419,"Ocimum",-23.51774,144.3333,"2013-04-19T00:00:00",4
"QDAMGD0005","QD",20130419,"Panicum",-23.51774,144.3333,"2013-04-19T00:00:00",2
"QDAMGD0005","QD",20130419,"Poaceae",-23.51774,144.3333,"2013-04-19T00:00:00",32
"QDAMGD0005","QD",20130419,"Santalum",-23.51774,144.3333,"2013-04-19T00:00:00",16
"QDAMGD0005","QD",20130419,"Sclerolaena",-23.51774,144.3333,"2013-04-19T00:00:00",5
"QDAMGD0005","QD",20130419,"Sida",-23.51774,144.3333,"2013-04-19T00:00:00",2
"QDAMGD0005","QD",20130419,"Sporobolus",-23.51774,144.3333,"2013-04-19T00:00:00",5
"QDAMGD0005","QD",20130419,"Vachellia",-23.51774,144.3333,"2013-04-19T00:00:00",6
"QDAMGD0005","QD",20130419,NA,-23.51774,144.3333,"2013-04-19T00:00:00",106
"QDAMGD0006","QD",20130420,"Aristida",-23.66471,144.0418,"2013-04-20T13:56:00",28
"QDAMGD0006","QD",20130420,"Astrebla",-23.66471,144.0418,"2013-04-20T13:56:00",53
"QDAMGD0006","QD",20130420,"Cenchrus",-23.66471,144.0418,"2013-04-20T13:56:00",5
"QDAMGD0006","QD",20130420,"Dichanthium",-23.66471,144.0418,"2013-04-20T13:56:00",5
"QDAMGD0006","QD",20130420,"Digitaria",-23.66471,144.0418,"2013-04-20T13:56:00",19
"QDAMGD0006","QD",20130420,"Enneapogon",-23.66471,144.0418,"2013-04-20T13:56:00",2
"QDAMGD0006","QD",20130420,"Ipomoea",-23.66471,144.0418,"2013-04-20T13:56:00",1
"QDAMGD0006","QD",20130420,"Iseilema",-23.66471,144.0418,"2013-04-20T13:56:00",4
"QDAMGD0006","QD",20130420,"Panicum",-23.66471,144.0418,"2013-04-20T13:56:00",78
"QDAMGD0006","QD",20130420,"Sida",-23.66471,144.0418,"2013-04-20T13:56:00",5
"QDAMGD0006","QD",20130420,NA,-23.66471,144.0418,"2013-04-20T13:56:00",45
"QDAMGD0007","QD",20130421,"Acacia",-23.65817,144.0949,"2013-04-21T00:00:00",8
"QDAMGD0007","QD",20130421,"Aristida",-23.65817,144.0949,"2013-04-21T00:00:00",27
"QDAMGD0007","QD",20130421,"Astrebla",-23.65817,144.0949,"2013-04-21T00:00:00",155
"QDAMGD0007","QD",20130421,"Cenchrus",-23.65817,144.0949,"2013-04-21T00:00:00",3
"QDAMGD0007","QD",20130421,"Dactyloctenium",-23.65817,144.0949,"2013-04-21T00:00:00",2
"QDAMGD0007","QD",20130421,"Dichanthium",-23.65817,144.0949,"2013-04-21T00:00:00",3
"QDAMGD0007","QD",20130421,"Enneapogon",-23.65817,144.0949,"2013-04-21T00:00:00",10
"QDAMGD0007","QD",20130421,"Eragrostis",-23.65817,144.0949,"2013-04-21T00:00:00",1
"QDAMGD0007","QD",20130421,"Goodenia",-23.65817,144.0949,"2013-04-21T00:00:00",5
"QDAMGD0007","QD",20130421,"Iseilema",-23.65817,144.0949,"2013-04-21T00:00:00",2
"QDAMGD0007","QD",20130421,"Sida",-23.65817,144.0949,"2013-04-21T00:00:00",7
"QDAMGD0007","QD",20130421,"Sporobolus",-23.65817,144.0949,"2013-04-21T00:00:00",1
"QDAMGD0007","QD",20130421,"Vachellia",-23.65817,144.0949,"2013-04-21T00:00:00",7
"QDAMGD0007","QD",20130421,NA,-23.65817,144.0949,"2013-04-21T00:00:00",51
"QDAMGD0008","QD",20130421,"Aristida",-23.64601,144.075,"2013-04-21T14:05:00",4
"QDAMGD0008","QD",20130421,"Astrebla",-23.64601,144.075,"2013-04-21T14:05:00",124
"QDAMGD0008","QD",20130421,"Cenchrus",-23.64601,144.075,"2013-04-21T14:05:00",15
"QDAMGD0008","QD",20130421,"Digitaria",-23.64601,144.075,"2013-04-21T14:05:00",1
"QDAMGD0008","QD",20130421,"Eragrostis",-23.64601,144.075,"2013-04-21T14:05:00",2
"QDAMGD0008","QD",20130421,"Goodenia",-23.64601,144.075,"2013-04-21T14:05:00",4
"QDAMGD0008","QD",20130421,"Maireana",-23.64601,144.075,"2013-04-21T14:05:00",1
"QDAMGD0008","QD",20130421,"Poaceae",-23.64601,144.075,"2013-04-21T14:05:00",12
"QDAMGD0008","QD",20130421,"Sida",-23.64601,144.075,"2013-04-21T14:05:00",2
"QDAMGD0008","QD",20130421,NA,-23.64601,144.075,"2013-04-21T14:05:00",46
"QDAMGD0009","QD",20130422,"Acacia",-24.09416,143.3365,"2013-04-22T12:00:00",1
"QDAMGD0009","QD",20130422,"Aeschynomene",-24.09416,143.3365,"2013-04-22T12:00:00",3
"QDAMGD0009","QD",20130422,"Chenopodium",-24.09416,143.3365,"2013-04-22T12:00:00",18
"QDAMGD0009","QD",20130422,"Cullen",-24.09416,143.3365,"2013-04-22T12:00:00",11
"QDAMGD0009","QD",20130422,"Cyperus",-24.09416,143.3365,"2013-04-22T12:00:00",4
"QDAMGD0009","QD",20130422,"Duma",-24.09416,143.3365,"2013-04-22T12:00:00",5
"QDAMGD0009","QD",20130422,"Eragrostis",-24.09416,143.3365,"2013-04-22T12:00:00",1
"QDAMGD0009","QD",20130422,"Goodenia",-24.09416,143.3365,"2013-04-22T12:00:00",15
"QDAMGD0009","QD",20130422,"Sporobolus",-24.09416,143.3365,"2013-04-22T12:00:00",4
"QDAMGD0009","QD",20130422,"Stemodia",-24.09416,143.3365,"2013-04-22T12:00:00",1
"QDAMGD0009","QD",20130422,NA,-24.09416,143.3365,"2013-04-22T12:00:00",16
"QDAMGD0010","QD",20130423,"Acacia",-24.09121,143.3534,"2013-04-23T00:00:00",84
"QDAMGD0010","QD",20130423,"Alternanthera",-24.09121,143.3534,"2013-04-23T00:00:00",4
"QDAMGD0010","QD",20130423,"Basilicum",-24.09121,143.3534,"2013-04-23T00:00:00",2
"QDAMGD0010","QD",20130423,"Capparis",-24.09121,143.3534,"2013-04-23T00:00:00",1
"QDAMGD0010","QD",20130423,"Chenopodium",-24.09121,143.3534,"2013-04-23T00:00:00",1
"QDAMGD0010","QD",20130423,"Corchorus",-24.09121,143.3534,"2013-04-23T00:00:00",2
"QDAMGD0010","QD",20130423,"Cyperus",-24.09121,143.3534,"2013-04-23T00:00:00",34
"QDAMGD0010","QD",20130423,"Duma",-24.09121,143.3534,"2013-04-23T00:00:00",16
"QDAMGD0010","QD",20130423,"Eragrostis",-24.09121,143.3534,"2013-04-23T00:00:00",3
"QDAMGD0010","QD",20130423,"Eremophila",-24.09121,143.3534,"2013-04-23T00:00:00",31
"QDAMGD0010","QD",20130423,"Eucalyptus",-24.09121,143.3534,"2013-04-23T00:00:00",152
"QDAMGD0010","QD",20130423,"Haloragis",-24.09121,143.3534,"2013-04-23T00:00:00",12
"QDAMGD0010","QD",20130423,"Marsilea",-24.09121,143.3534,"2013-04-23T00:00:00",108
"QDAMGD0010","QD",20130423,"Minuria",-24.09121,143.3534,"2013-04-23T00:00:00",1
"QDAMGD0010","QD",20130423,"Paspalidium",-24.09121,143.3534,"2013-04-23T00:00:00",12
"QDAMGD0010","QD",20130423,"Stemodia",-24.09121,143.3534,"2013-04-23T00:00:00",1
"QDAMGD0010","QD",20130423,NA,-24.09121,143.3534,"2013-04-23T00:00:00",122
"QDAMGD0011","QD",20130422,"Aristida",-24.08063,143.3152,"2013-04-22T14:17:00",3
"QDAMGD0011","QD",20130422,"Astrebla",-24.08063,143.3152,"2013-04-22T14:17:00",102
"QDAMGD0011","QD",20130422,"Enneapogon",-24.08063,143.3152,"2013-04-22T14:17:00",1
"QDAMGD0011","QD",20130422,"Sclerolaena",-24.08063,143.3152,"2013-04-22T14:17:00",3
"QDAMGD0011","QD",20130422,NA,-24.08063,143.3152,"2013-04-22T14:17:00",33
"QDAMGD0012","QD",20130426,"Acacia",-24.82182,144.8236,"2013-04-26T15:24:00",37
"QDAMGD0012","QD",20130426,"Alectryon",-24.82182,144.8236,"2013-04-26T15:24:00",2
"QDAMGD0012","QD",20130426,"Apophyllum",-24.82182,144.8236,"2013-04-26T15:24:00",2
"QDAMGD0012","QD",20130426,"Atalaya",-24.82182,144.8236,"2013-04-26T15:24:00",1
"QDAMGD0012","QD",20130426,"Chenopodium",-24.82182,144.8236,"2013-04-26T15:24:00",3
"QDAMGD0012","QD",20130426,"Dipteracanthus",-24.82182,144.8236,"2013-04-26T15:24:00",1
"QDAMGD0012","QD",20130426,"Enchylaena",-24.82182,144.8236,"2013-04-26T15:24:00",7
"QDAMGD0012","QD",20130426,"Eremophila",-24.82182,144.8236,"2013-04-26T15:24:00",67
"QDAMGD0012","QD",20130426,"Lysiana",-24.82182,144.8236,"2013-04-26T15:24:00",2
"QDAMGD0012","QD",20130426,"Portulaca",-24.82182,144.8236,"2013-04-26T15:24:00",2
"QDAMGD0012","QD",20130426,"Salsola",-24.82182,144.8236,"2013-04-26T15:24:00",1
"QDAMGD0012","QD",20130426,"Santalum",-24.82182,144.8236,"2013-04-26T15:24:00",2
"QDAMGD0012","QD",20130426,"Sclerolaena",-24.82182,144.8236,"2013-04-26T15:24:00",9
"QDAMGD0012","QD",20130426,"Senna",-24.82182,144.8236,"2013-04-26T15:24:00",55
"QDAMGD0012","QD",20130426,"Sida",-24.82182,144.8236,"2013-04-26T15:24:00",6
"QDAMGD0012","QD",20130426,"Solanum",-24.82182,144.8236,"2013-04-26T15:24:00",4
"QDAMGD0012","QD",20130426,NA,-24.82182,144.8236,"2013-04-26T15:24:00",46
"QDAMGD0013","QD",20130514,"Aristida",-22.51618,143.0502,"2013-05-14T00:00:00",46
"QDAMGD0013","QD",20130514,"Astrebla",-22.51618,143.0502,"2013-05-14T00:00:00",61
"QDAMGD0013","QD",20130514,"Ipomoea",-22.51618,143.0502,"2013-05-14T00:00:00",1
"QDAMGD0013","QD",20130514,"Iseilema",-22.51618,143.0502,"2013-05-14T00:00:00",1
"QDAMGD0013","QD",20130514,"Neptunia",-22.51618,143.0502,"2013-05-14T00:00:00",3
"QDAMGD0013","QD",20130514,"Sclerolaena",-22.51618,143.0502,"2013-05-14T00:00:00",1
"QDAMGD0013","QD",20130514,"Sida",-22.51618,143.0502,"2013-05-14T00:00:00",2
"QDAMGD0013","QD",20130514,NA,-22.51618,143.0502,"2013-05-14T00:00:00",22
"QDAMGD0014","QD",20130514,"Aristida",-22.50515,143.0252,"2013-05-14T15:33:00",4
"QDAMGD0014","QD",20130514,"Astrebla",-22.50515,143.0252,"2013-05-14T15:33:00",43
"QDAMGD0014","QD",20130514,"Boerhavia",-22.50515,143.0252,"2013-05-14T15:33:00",1
"QDAMGD0014","QD",20130514,"Eragrostis",-22.50515,143.0252,"2013-05-14T15:33:00",11
"QDAMGD0014","QD",20130514,"Ipomoea",-22.50515,143.0252,"2013-05-14T15:33:00",1
"QDAMGD0014","QD",20130514,"Iseilema",-22.50515,143.0252,"2013-05-14T15:33:00",5
"QDAMGD0014","QD",20130514,"Poaceae",-22.50515,143.0252,"2013-05-14T15:33:00",29
"QDAMGD0014","QD",20130514,"Sida",-22.50515,143.0252,"2013-05-14T15:33:00",4
"QDAMGD0014","QD",20130514,"Tripogonella",-22.50515,143.0252,"2013-05-14T15:33:00",1
"QDAMGD0014","QD",20130514,NA,-22.50515,143.0252,"2013-05-14T15:33:00",29
"QDAMGD0015","QD",20130515,"Acacia",-22.56293,143.0582,"2013-05-15T00:00:00",20
"QDAMGD0015","QD",20130515,"Amyema",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Atalaya",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Cenchrus",-22.56293,143.0582,"2013-05-15T00:00:00",30
"QDAMGD0015","QD",20130515,"Cyperus",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Enchylaena",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Eucalyptus",-22.56293,143.0582,"2013-05-15T00:00:00",96
"QDAMGD0015","QD",20130515,"Neptunia",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Poaceae",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Santalum",-22.56293,143.0582,"2013-05-15T00:00:00",2
"QDAMGD0015","QD",20130515,"Senna",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,"Sida",-22.56293,143.0582,"2013-05-15T00:00:00",4
"QDAMGD0015","QD",20130515,"Vachellia",-22.56293,143.0582,"2013-05-15T00:00:00",1
"QDAMGD0015","QD",20130515,NA,-22.56293,143.0582,"2013-05-15T00:00:00",52
"QDAMGD0016","QD",20130515,"Acacia",-22.50896,143.1399,"2013-05-15T15:48:00",64
"QDAMGD0016","QD",20130515,"Amyema",-22.50896,143.1399,"2013-05-15T15:48:00",1
"QDAMGD0016","QD",20130515,"Aristida",-22.50896,143.1399,"2013-05-15T15:48:00",1
"QDAMGD0016","QD",20130515,"Capparis",-22.50896,143.1399,"2013-05-15T15:48:00",2
"QDAMGD0016","QD",20130515,"Cenchrus",-22.50896,143.1399,"2013-05-15T15:48:00",67
"QDAMGD0016","QD",20130515,"Clerodendrum",-22.50896,143.1399,"2013-05-15T15:48:00",2
"QDAMGD0016","QD",20130515,"Enchylaena",-22.50896,143.1399,"2013-05-15T15:48:00",1
"QDAMGD0016","QD",20130515,"Eucalyptus",-22.50896,143.1399,"2013-05-15T15:48:00",16
"QDAMGD0016","QD",20130515,"Lysiphyllum",-22.50896,143.1399,"2013-05-15T15:48:00",19
