"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"QDAMGD0014","QD",20130514,-22.50515,143.0252,2013-05-14 15:33:00,12,384.262,22.7374,41.6039,5.2878,24.5433,"DRY",7.95555555555556,1.00555555555556,NA
"QDAMGD0015","QD",20130515,-22.56293,143.0582,2013-05-15,13,385.244,22.7298,41.4636,5.21327,24.3961,"WET",7.36666666666667,1.20666666666667,"Sandy clay loam"
"QDAMGD0016","QD",20130515,-22.50896,143.1399,2013-05-15 15:48:00,11,394.672,22.7091,41.4333,5.22433,24.4145,"DRY",6.98888888888889,0.238888888888889,NA
"QDAMGD0017","QD",20130516,-22.11497,143.2994,2013-05-16 15:52:00,11,391.662,22.6787,41.3599,5.33024,24.5475,"DRY",8.49,2.207,NA
"QDAMGD0018","QD",20130516,-22.11818,143.3372,2013-05-16,11,391.031,22.6727,41.268,5.30032,24.4743,"WET",8.85,0.455,"Sandy clay loam"
"QDAMGD0019","QD",20130517,-22.07012,142.2318,2013-05-17,3,392.357,22.8889,41.8867,5.3718,24.7174,"DRY",7,1.15,"Medium heavy clay"
"QDAMGD0020","QD",20130517,-22.0636,142.223,2013-05-17 09:24:00,7,394.381,22.8888,41.8688,5.36428,24.7014,"DRY",7.31666666666667,0.226666666666667,NA
"QDAMGD0021","QD",20130518,-22.3808,141.2999,2013-05-18 12:00:00,12,321.321,23.0949,42.0145,5.29408,24.578,"DRY",6.9,0.104,"Light clay"
"QDAMGD0022","QD",20130518,-22.36874,141.2873,2013-05-18 09:34:00,17,323.463,23.0935,42.0056,5.2989,24.5811,"DRY",7.99,0.283,NA
"QDAMGD0023","QD",20130521,-23.68724,140.9866,2013-05-21,14,223.829,23.1441,42.8601,5.27489,24.5363,"WET",6.23333333333333,0.116666666666667,"Sandy loam"
"QDAMGD0024","QD",20130521,-23.64642,141.0037,2013-05-21 09:53:00,12,227.402,23.1377,42.7194,5.22041,24.442,"DRY",8.85,1.967,NA
"QDAMGD0025","QD",20130617,-20.33795,143.8724,2013-06-17 12:00:00,13,505.396,22.363,39.7911,6.19275,24.3823,"DRY",4.7,0.17,"Light clay& Sandy clay loam"
"QDAMGD0026","QD",20130616,-20.39619,143.8608,2013-06-16,9,498.198,22.3853,39.8025,6.12765,24.3396,"DRY",7.3,0.33,"Light clay"
"QDAMGD0027","QD",20140310,-20.06952,138.1746,2014-03-10,25,391.621,23.0961,41.9477,6.24779,25.5945,"WET",8.36666666666667,0.18,"Light clay& Medium clay& Medium heavy clay"
"QDAMII0001","QD",20130710,-19.50785,140.2214,2013-07-10 15:49:00,18,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0002","QD",20140311,-20.00789,138.1606,2014-03-11,21,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMUL0001","QD",20130426,-24.73365,144.6834,2013-04-26,7,467.12,21.9054,39.0529,3.16524,21.9703,"DRY",5.92,0.036,NA
"QDAMUL0002","QD",20130427,-24.73815,144.7016,2013-04-27 14:35:00,1,470.869,21.8979,39.0911,3.18346,22.013,"DRY",5.25,0.095,"Clayey sand& Sandy loam"
"QDAMUL0003","QD",20130426,-24.75512,144.7083,2013-04-26,15,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDASEQ0001","QD",20210324,-27.38897,152.8801,2021-03-24 09:42:50,46,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0002","QD",20190411,-26.90262,151.6327,2019-04-11 16:34:43,31,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0003","QD",20210325,-27.39112,152.8767,2021-03-25 09:22:24,54,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0004","QD",20210326,-27.39006,152.8758,2021-03-26 17:15:44,55,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASSD0001","QD",20140430,-23.76407,138.4765,2014-04-30,9,168.267,23.1679,43.2152,4.35262,24.121,"DRY",8.15,0.135,"Sand& Sandy clay loam"
"QDASSD0002","QD",20140501,-23.82772,138.3897,2014-05-01,11,167.23,23.1521,43.2455,4.23857,24.0448,"DRY",8.15,0.135,"Sand"
"QDASSD0003","QD",20140501,-23.83157,138.4074,2014-05-01,16,166.597,23.1528,43.2531,4.25931,24.0588,"DRY",7.4,0.05,"Sand"
"QDASSD0004","QD",20140502,-23.68013,138.4338,2014-05-02,9,173.889,23.1693,43.1153,4.29798,24.0535,"DRY",6.8,0.035,"Sand"
"QDASSD0005","QD",20140502,-23.69444,138.441,2014-05-02,9,173.5,23.169,43.1237,4.30838,24.0617,"DRY",7.63333333333333,1.32666666666667,"Clayey sand& Loamy sand& Sand"
"QDASSD0006","QD",20140503,-23.87954,138.0984,2014-05-03,16,166.49,23.1234,43.349,3.95774,23.9167,"DRY",5.2,0,"Sand"
"QDASSD0007","QD",20140505,-23.88049,138.0964,2014-05-05,13,166.008,23.1225,43.3581,3.95799,23.9189,"DRY",7,0,"Sand"
"QDASSD0008","QD",20140504,-23.95415,138.137,2014-05-04,12,163.384,23.1183,43.4157,3.99823,23.9535,"DRY",6.4,0.02,"Sand"
"QDASSD0009","QD",20140504,-23.96731,138.141,2014-05-04,6,163.157,23.117,43.4059,3.99919,23.944,"DRY",6.35,0,"Sand"
"QDASSD0010","QD",20140505,-23.73102,138.0004,2014-05-05,10,172.466,23.1328,43.3004,3.90037,23.9025,"DRY",6.9,0.042,"Clayey sand"
"QDASSD0011","QD",20140507,-23.23663,138.2261,2014-05-07,16,202.728,23.185,42.7076,3.89505,23.8158,"DRY",NA,NA,"Clayey sand& Loamy sand& Sand& Sandy loam"
"QDASSD0012","QD",20140507,-23.3445,138.2522,2014-05-07,7,197.717,23.1762,42.7727,3.96527,23.8273,"DRY",6.3,0.115,"Sandy clay loam& Sandy loam"
"QDASSD0013","QD",20140507,-23.29419,138.226,2014-05-07,10,201.811,23.1741,42.6921,3.89111,23.762,"DRY",4.85,0.045,"Sand"
"QDASSD0014","QD",20140508,-23.17579,138.1673,2014-05-08,17,207.326,23.1832,42.6703,3.81073,23.7762,"DRY",NA,NA,"Clayey sand"
"QDASSD0015","QD",20140508,-23.18808,138.1931,2014-05-08,16,206.784,23.1846,42.6653,3.84045,23.7866,"DRY",6.1,0.045,"Sand& Sandy loam"
"SAABHC0001","SA",20180420,-31.92288,140.4652,2018-04-20 15:53:53,13,195.294,20.4055,39.293,1.46951,18.4914,"DRY",7.55,1.66,"Sand& Silty loam"
"SAABHC0002","SA",20180420,-31.98337,140.5024,2018-04-20 15:10:14,12,201.287,20.3507,39.084,1.38877,18.3107,"DRY",7.59714285714286,15.6785714285714,"Loam"
"SAABHC0003","SA",20180421,-31.94266,140.5466,2018-04-21 09:50:44,13,197.618,20.3763,39.0701,1.39171,18.3114,"DRY",7.5,0.0976666666666667,"Sandy loam"
"SAABHC0004","SA",20180421,-32.019,140.5269,2018-04-21 14:34:41,16,200.225,20.332,39.0306,1.37583,18.2687,"DRY",7.86333333333333,0.314,"Loam"
"SAABHC0005","SA",20191003,-31.97321,140.5836,2019-10-03 13:19:22,4,197.53,20.3659,39.1839,1.47286,18.4337,"DRY",8.97142857142857,2.05928571428571,"Light clay"
"SAABHC0006","SA",20191004,-31.9047,140.6802,2019-10-04 10:41:24,6,193.837,20.4161,39.4341,1.62577,18.7003,"DRY",8.67,4.3309,"Medium heavy clay"
"SAACHC0003","SA",20210529,-27.49371,140.1208,2021-05-29,15,135.27,22.2977,43.2976,3.83993,22.67,"DRY",9.3,1.87566666666667,"Medium clay"
"SAACHC0004","SA",20210530,-27.49191,140.1199,2021-05-30 13:21:38,12,135.317,22.2985,43.3048,3.84034,22.6748,"DRY",8.94285714285714,0.958,"Medium clay"
"SAACHC0005","SA",20210531,-27.51445,140.1782,2021-05-31 13:24:56,13,135.66,22.287,43.2838,3.84756,22.6592,"DRY",6.8,0.031125,"Light medium clay"
"SAACHC0006","SA",20210601,-27.51486,140.1806,2021-06-01,14,135.749,22.2863,43.28,3.84872,22.6575,"DRY",6.8375,0.029,"Medium clay"
"SAACHC0008","SA",20210901,-27.34928,140.1579,2021-09-01,19,132.451,22.3601,43.3703,3.89617,22.8027,"DRY",8.27142857142857,0.048,"Medium clay"
"SAACHC0009","SA",20210901,-27.35049,140.1575,2021-09-01,19,132.497,22.3563,43.3722,3.89626,22.8005,"DRY",7.25,0.054,"Medium heavy clay"
"SAACHC0010","SA",20210902,-27.47068,140.1863,2021-09-02 12:00:00,12,134.859,22.304,43.3089,3.86545,22.7001,"DRY",7.48571428571429,0.0354285714285714,"Medium clay"
"SAACHC0011","SA",20210902,-27.47213,140.1879,2021-09-02,10,134.859,22.304,43.3089,3.86545,22.7001,"DRY",NA,NA,"Medium clay"
"SAACHC0012","SA",20210902,-27.61024,140.3599,2021-09-02,19,137.965,22.2393,43.2305,3.86887,22.6036,"DRY",6.92,0.555,"Loamy sand"
"SAACHC0014","SA",20210906,-28.09195,140.5801,2021-09-06,20,145.578,22.0597,43.0942,3.8019,22.3194,"WET",8.025,0.29875,"Light medium clay"
"SAAEYB0001","SA",20151012,-34.4568,137.3646,2015-10-12 15:00:12,17,362.709,18.4834,30.1669,8.46484,17.5957,"DRY",7.15,0.785,"Sand"
"SAAEYB0002","SA",20200820,-35.10106,137.3957,2020-08-20 12:54:42,29,429.937,17.9914,28.8826,6.86756,16.466,"WET",8.56666666666667,0.425666666666667,"Loamy sand"
"SAAEYB0003","SA",20200914,-35.17267,137.1651,2020-09-14 15:46:01,37,461.021,17.849,29.7517,5.50106,15.9851,"WET",8.53333333333333,0.189333333333333,"Clay loam& Sandy clay loam"
"SAAEYB0004","SA",20200819,-35.15363,137.0784,2020-08-19 11:29:01,36,470.851,17.8063,30.1992,5.26738,15.9054,"WET",7.65,0.7105,"Light clay& Sandy clay loam"
"SAAEYB0005","SA",20200917,-35.11345,137.0174,2020-09-17 14:52:10,38,448.381,17.855,30.1163,5.34124,16.0363,"WET",8.475,0.22325,"Sandy clay loam"
"SAAEYB0006","SA",20201001,-35.13279,137.0959,2020-10-01 13:27:25,43,475.164,17.8217,30.4705,5.26235,15.9575,"WET",7.65,0.2875,"Sandy clay loam"
"SAAEYB0007","SA",20200818,-35.27047,136.8778,2020-08-18 10:53:44,36,455.783,17.6415,28.6544,6.7634,16.1538,"WET",8.82,1.4092,"Sand"
"SAAEYB0008","SA",20200915,-35.04935,137.2139,2020-09-15 11:48:37,41,479.629,17.9227,30.8752,5.29211,16.1082,"WET",8.4,0.143,"Loam"
"SAAEYB0009","SA",20200928,-35.25536,136.8482,2020-09-28 18:01:54,26,440.973,17.6562,28.2032,7.18203,16.2232,"WET",8.7,0.38575,"Clayey sand& Loamy sand"
"SAAEYB0010","SA",20200929,-35.24625,136.9267,2020-09-29 09:01:35,38,448.497,17.7067,29.4679,5.55645,15.9139,"WET",9.32,0.077,"Sand"
"SAAEYB0011","SA",20201020,-35.15691,137.0469,2020-10-20 19:47:23,41,458.456,17.8183,30.282,5.30212,16.0053,"DRY",7.8,0.49,"Loam"
"SAAEYB0012","SA",20200930,-35.17259,136.9466,2020-09-30 08:32:49,44,436.85,17.7885,29.6309,5.60489,16.0156,"WET",8.6,0.1745,"Sandy loam"
"SAAEYB0013","SA",20201015,-35.18972,137.0969,2020-10-15 14:44:19,27,471.066,17.7899,29.6988,5.27686,15.7829,"DRY",7.4,0.326,NA
"SAAEYB0015","SA",20210921,-35.19624,136.9541,2021-09-21,48,438.932,17.7787,30.0101,5.3872,16.0303,"WET",8.47142857142857,0.385142857142857,"Clayey sand& Sand"
"SAAEYB0016","SA",20210923,-35.17895,137.18,2021-09-23,26,456.432,17.8597,29.6135,5.73252,16.0655,"WET",7.56666666666667,0.263666666666667,"Clay loam sandy& Loam& Loamy Peat"
"SAAEYB0021","SA",20200911,-33.83882,136.1292,2020-09-11 16:41:39,17,360.988,18.7221,33.9004,4.09989,16.7956,"DRY",8.11428571428571,0.459571428571429,"Sand"
"SAAEYB0022","SA",20200912,-33.8353,136.0189,2020-09-12 12:13:06,20,362.299,18.7426,34.4388,3.89152,16.9109,"DRY",7.16,0.0692,"Loamy sand& Sand"
"SAAEYB0023","SA",20200912,-33.81099,136.1473,2020-09-12 16:26:19,23,355.859,18.7523,34.1199,4.17446,16.9614,"DRY",6.83333333333333,0.0455,"Sand"
"SAAEYB0024","SA",20200913,-33.76161,136.0674,2020-09-13 12:25:53,22,358.021,18.7873,34.6866,3.94205,17.041,"WET",8.34285714285714,1.68757142857143,"Loamy sand"
"SAAEYB0025","SA",20200914,-34.66209,135.371,2020-09-14 13:52:27,47,507.39,17.8744,29.3682,5.73815,15.9857,"WET",8.5,0.163,"Clayey sand"
"SAAEYB0026","SA",20200914,-34.67026,135.3925,2020-09-14 14:32:29,48,509.859,17.8695,29.157,5.47387,15.8449,"WET",8.55,0.2995,"Loam"
"SAAEYB0027","SA",20200915,-34.67995,135.3911,2020-09-15 12:56:05,39,509.859,17.8695,29.157,5.47387,15.8449,"WET",8.7,0.2195,"Sandy clay loam& Sandy loam"
"SAAEYB0028","SA",20200915,-34.68854,135.3876,2020-09-15 15:52:19,20,510.357,17.8635,28.3966,6.03249,15.9188,"WET",9.78,0.0616,"Sand"
"SAAEYB0029","SA",20210302,-33.26579,136.9372,2021-03-02 10:54:15,13,293.001,19.0716,35.4458,3.21806,16.8403,"WET",9.36666666666667,1.24377777777778,"Light clay"
"SAAEYB0030","SA",20210303,-33.19092,136.8235,2021-03-03 14:53:36,29,287.085,19.1327,35.9935,3.13585,17.0692,"DRY",6.7,0.124666666666667,"Clay loam sandy& Light medium clay& Sandy loam"
"SAAEYB0031","SA",20210302,-33.20811,136.9007,2021-03-02 15:05:14,20,274.229,19.1624,35.9429,3.18074,17.1094,"DRY",9.32,1.1347,"Medium clay"
"SAAEYB0032","SA",20210304,-33.20235,136.8494,2021-03-04 10:45:38,22,284.572,19.1223,35.838,3.12547,16.978,"DRY",8.55555555555556,0.099,"Light clay& Light medium clay& Medium clay"
"SAAEYB0033","SA",20210304,-33.22335,136.9241,2021-03-04 20:51:11,18,282.792,19.1298,35.7527,3.18895,17.0088,"DRY",9.2,1.119,"Medium heavy clay"
"SAAEYB0035","SA",20211124,-31.98308,132.2111,2021-11-24,21,328.844,19.665,30.2578,3.02679,16.7352,"WET",8.63333333333333,1.44733333333333,"Sand"
"SAAEYB0036","SA",20211125,-31.9942,132.3743,2021-11-25,10,310.243,19.7047,29.6692,4.1181,17.1436,"WET",9.38,16.566,"Sand"
"SAAFLB0003","SA",20161025,-34.97365,138.647,2016-10-25 12:56:20,36,735.956,17.2927,31.4394,4.80891,15.426,"WET",7.45,0.105,"Loam"
"SAAFLB0005","SA",20180912,-33.02677,138.1033,2018-09-12 16:15:59,39,461.68,19.1101,36.5907,2.35121,17.0719,"WET",7.926,0.2438,"Loam"
"SAAFLB0006","SA",20180913,-33.08574,138.1627,2018-09-13 13:57:15,30,596.129,18.7218,33.4802,1.0537,14.417,"DRY",5.47,0.0443333333333333,"Loamy sand"
"SAAFLB0007","SA",20181010,-31.82369,138.2997,2018-10-10 14:24:46,12,245.737,20.3287,39.7773,1.84816,18.8053,"DRY",8.2275,2.699,"Clay loam& Light medium clay"
"SAAFLB0008","SA",20181010,-31.83779,138.3512,2018-10-10 16:59:06,17,269.739,20.2463,39.0214,1.46825,18.093,"DRY",8.165,4.25933333333333,"Light clay& Light medium clay"
"SAAFLB0030","SA",20130813,-29.97848,138.0151,2013-08-13,18,170.989,21.2143,40.9138,2.59149,20.1459,"WET",10.925,4.5875,NA
"SAAFLB0031","SA",20130813,-29.97157,137.9546,2013-08-13,18,163.711,21.2308,41.0975,2.6994,20.3369,"DRY",10.88,0.586,NA
"SAAGAW0001","SA",20150218,-32.98325,137.1972,2015-02-18 12:50:14,18,246.99,19.4589,36.6851,2.91585,17.6209,"DRY",9.2,0.3575,"Sand"
"SAAGAW0002","SA",20150218,-32.98012,137.2443,2015-02-18 23:28:13,17,236.388,19.4791,36.6547,2.91008,17.6666,"DRY",9.025,1.71,"Clayey sand"
"SAAGAW0003","SA",20150217,-32.97155,137.2484,2015-02-17 17:53:37,9,233.654,19.4982,36.7992,2.92295,17.7603,"DRY",8.2,3.53333333333333,"Loamy sand& Sand"
"SAAGAW0004","SA",20190521,-30.87169,135.4404,2019-05-21 09:05:02,16,162.518,20.8276,40.5894,2.48775,19.5585,"DRY",7.25,2.6771,"Loamy sand& Sandy loam"
"SAAGAW0005","SA",20190521,-30.80325,135.3901,2019-05-21 16:06:03,13,165.228,20.8457,40.4628,2.42616,19.4812,"DRY",6.1,0.0455,"Clay loam"
"SAAGAW0006","SA",20190522,-30.53363,135.5471,2019-05-22 18:17:36,16,152.109,20.9893,40.8162,2.59666,19.8964,"DRY",8.2,0.4009,"Sandy clay loam"
"SAAGAW0007","SA",20190522,-30.54737,135.5268,2019-05-22 12:23:30,13,152.141,20.9841,40.8039,2.58901,19.8808,"DRY",9.45,0.4998,"Sandy clay loam"
"SAAGAW0008","SA",20190523,-30.67968,135.5385,2019-05-23 12:41:00,9,155.201,20.9263,40.7464,2.55091,19.7703,"DRY",7.78,0.2846,"Sand"
"SAAGVD0001","SA",20140903,-29.34534,130.4462,2014-09-03 13:31:20,19,151.085,20.9907,38.4252,2.61699,19.6981,"DRY",9.6,0.08,"Sandy loam"
"SAAGVD0002","SA",20140903,-29.34649,130.4505,2014-09-03 18:45:15,22,150.972,20.992,38.4334,2.62209,19.7055,"DRY",9.3,0.79,"Clayey sand"
"SAAGVD0003","SA",20140904,-29.32169,130.4462,2014-09-04 10:43:47,34,150.928,20.9998,38.4651,2.61912,19.7249,"DRY",8.2,0.0266666666666667,"Loamy sand"
"SAAGVD0004","SA",20140910,-30.81475,132.1343,2014-09-10 09:39:43,18,201.856,20.505,36.5758,3.10457,18.8349,"DRY",9.75,2.78,"Sand& Sandy loam"
"SAAKAN0001","SA",20181019,-35.64864,137.368,2018-10-19 12:12:36,28,592.305,17.2433,28.1248,4.44001,14.3194,"DRY",6.19,0.052,"Clay loam& Sandy clay loam"
"SAAKAN0001","SA",20201012,-35.64864,137.368,2020-10-12 13:39:28,28,592.305,17.2433,28.1248,4.44001,14.3194,"WET",6.42222222222222,0.0672222222222222,"Clay loam sandy"
"SAAKAN0002","SA",20181020,-35.64327,137.2174,2018-10-20 15:01:09,31,587.061,17.2752,27.8335,5.25897,14.7903,"DRY",5.46333333333333,0.247333333333333,"Clay loam& Loam& Sandy loam"
"SAAKAN0002","SA",20201011,-35.64327,137.2174,2020-10-11 14:51:38,36,587.061,17.2752,27.8335,5.25897,14.7903,"WET",6.2,0.0924,"Sandy loam"
"SAAKAN0003","SA",20181021,-35.74408,137.334,2018-10-21 14:07:04,39,569.009,17.2102,29.6903,4.64969,15.0002,"DRY",5.50857142857143,0.0258571428571429,"Sandy loam"
"SAAKAN0003","SA",20201011,-35.74408,137.334,2020-10-11 10:53:05,22,569.009,17.2102,29.6903,4.64969,15.0002,"WET",5.85,0.0359,"Medium heavy clay"
"SAAKAN0004","SA",20181022,-35.72315,136.9732,2018-10-22 10:58:17,29,756.194,16.967,28.1839,4.53816,14.3046,"DRY",5.492,0.0164,"Light clay"
"SAAKAN0004","SA",20201008,-35.72315,136.9732,2020-10-08 10:13:54,22,756.194,16.967,28.1839,4.53816,14.3046,"WET",5.7125,0.0505,"Light medium clay& Medium clay"
"SAAKAN0005","SA",20181023,-35.81062,136.8829,2018-10-23 16:02:20,41,802.377,16.7175,28.5231,4.26592,13.9789,"DRY",6.03166666666667,0.0128333333333333,"Clayey sand"
"SAAKAN0005","SA",20201008,-35.81062,136.8829,2020-10-08 21:02:19,18,802.377,16.7175,28.5231,4.26592,13.9789,"WET",6.25,0.029,"Sandy loam"
"SAAKAN0006","SA",20181024,-35.90062,136.8961,2018-10-24 12:18:27,33,723.306,16.7517,29.1036,4.44753,14.5035,"DRY",5.435,0.022,"Clay loam sandy"
"SAAKAN0006","SA",20201010,-35.90062,136.8961,2020-10-10 14:34:09,13,723.306,16.7517,29.1036,4.44753,14.5035,"WET",5.88,0.0258,"Sandy clay loam"
"SAAKAN0007","SA",20181025,-35.90898,136.5866,2018-10-25 18:46:13,40,621.861,16.7614,27.8951,5.57399,14.9094,"DRY",6.43166666666667,0.0418333333333333,"Sand"
"SAAKAN0007","SA",20201007,-35.90898,136.5866,2020-10-07 16:28:45,26,621.861,16.7614,27.8951,5.57399,14.9094,"WET",6.41,0.0828,"Sand"
"SAAKAN0008","SA",20181026,-35.90438,137.5513,2018-10-26 15:40:10,34,513.759,17.1167,28.6011,4.62396,14.8701,"DRY",5.811,0.0128,"Sand"
"SAAKAN0008","SA",20201013,-35.90438,137.5513,2020-10-13,29,513.759,17.1167,28.6011,4.62396,14.8701,"WET",6.08,0.0126,"Sand"
"SAAKAN0009","SA",20181027,-35.94303,137.3248,2018-10-27 14:26:22,35,554.544,16.9964,28.3935,4.66817,14.739,"DRY",7.4,0.024,"Sand"
"SAAKAN0009","SA",20201013,-35.94303,137.3248,2020-10-13 10:14:58,33,554.544,16.9964,28.3935,4.66817,14.739,"WET",8.4,0.091,"Sand"
"SAAKAN0010","SA",20181028,-35.84202,137.907,2018-10-28 11:10:41,24,533.977,17.0262,27.2114,5.40074,14.8229,"DRY",8.675,0.076,"Sand"
"SAAKAN0010","SA",20201014,-35.84202,137.907,2020-10-14 19:01:09,24,533.977,17.0262,27.2114,5.40074,14.8229,"WET",9.4125,0.0985,"Sand"
"SAAKAN0011","SA",20181029,-35.78337,138.0617,2018-10-29 11:04:21,20,517.759,17.0146,27.177,6.16491,15.3418,"DRY",6.721,0.3329,"Clay loam& Light clay"
"SAAKAN0011","SA",20201015,-35.78337,138.0617,2020-10-15 16:08:43,27,517.759,17.0146,27.177,6.16491,15.3418,"WET",6.71428571428571,0.379142857142857,"Light clay& Medium heavy clay"
"SAAKAN0012","SA",20181030,-35.88435,137.9899,2018-10-30 17:35:02,26,545.284,16.8996,25.8432,6.46547,14.8872,"DRY",8.16,0.50825,"Sandy loam"
"SAAKAN0012","SA",20201015,-35.88435,137.9899,2020-10-15,28,545.284,16.8996,25.8432,6.46547,14.8872,"WET",8.7,0.395,"Loam"
"SAAKAN0013","SA",20201009,-35.72361,136.821,2020-10-09 16:17:46,17,696.112,16.9604,28.0061,5.22408,14.6523,"WET",5.73,0.0536,"Light medium clay& Medium clay& Medium heavy clay& Sandy clay loam& Sandy loam"
"SAAMDD0007","SA",20110616,-34.36235,139.4997,2011-06-16,12,263.456,18.5017,36.0743,2.36593,16.6202,"WET",9.2,0.1425,"Sandy loam"
"SAAMDD0007","SA",20200708,-34.36235,139.4997,2020-07-08 11:38:29,6,263.456,18.5017,36.0743,2.36593,16.6202,"DRY",8.85,0.19,"Sandy clay loam"
"SAAMDD0008","SA",20110617,-34.34173,139.5077,2011-06-17,9,265.054,18.5163,36.0955,2.33536,16.6175,"WET",9.3,0.396666666666667,"Clayey sand"
"SAAMDD0008","SA",20200707,-34.34173,139.5077,2020-07-07 16:01:42,12,265.054,18.5163,36.0955,2.33536,16.6175,"DRY",8.86666666666667,0.337333333333333,"Clayey sand"
"SAAMDD0009","SA",20110618,-34.3579,139.4859,2011-06-18,14,261.052,18.515,36.1534,2.37739,16.6728,"WET",8.9,0.376666666666667,"Clayey sand"
"SAAMDD0009","SA",20200708,-34.3579,139.4859,2020-07-08 17:26:26,20,261.052,18.515,36.1534,2.37739,16.6728,"DRY",8.9,0.134666666666667,"Sandy loam"
"SAAMDD0010","SA",20110620,-34.32057,139.5024,2011-06-20,12,263.73,18.5369,36.1718,2.324,16.6588,"WET",7.2,0.05,"Loamy sand"
"SAAMDD0010","SA",20200709,-34.32057,139.5024,2020-07-09 09:23:33,13,263.73,18.5369,36.1718,2.324,16.6588,"DRY",8.66666666666667,0.0773333333333333,"Loamy sand"
"SAAMDD0011","SA",20110621,-34.31998,139.53,2011-06-21,22,263.632,18.5493,36.1353,2.28183,16.6251,NA,8.43333333333333,0.146666666666667,"Sandy loam"
"SAAMDD0011","SA",20200709,-34.31998,139.53,2020-07-09 14:58:06,23,263.632,18.5493,36.1353,2.28183,16.6251,"DRY",7.83333333333333,0.084,"Sandy loam"
"SAANUL0001","SA",20140909,-30.96576,132.0876,2014-09-09 12:00:00,13,205.862,20.4077,36.0912,3.08602,18.6775,"DRY",8.675,5.25,"Sandy loam"
"SAANUL0002","SA",20140911,-31.39337,131.2774,2014-09-11 10:51:33,24,225.368,19.9371,31.7604,3.05589,17.4107,"DRY",9.9,0.39,"Sand"
"SAANUL0003","SA",20140911,-31.48237,131.2668,2014-09-11 15:27:38,13,226.781,19.8947,29.4401,4.35446,17.358,"DRY",8.3,5.2,"Sand"
"SAANUL0004","SA",20140912,-31.51118,131.3066,2014-09-12 09:49:05,17,227.955,19.889,28.55,5.07337,17.3416,"WET",9.3,5.83,"Sand"
"SAANUL0005","SA",20211123,-31.82004,132.288,2021-11-23,8,299.243,19.835,33.0464,2.93828,17.5958,"WET",8.55,0.249,"Clay loam"
"SAARIV0001","SA",20211026,-34.0843,140.7576,2021-10-26 09:30:00,19,246.758,18.9142,37.5774,2.18811,17.567,"WET",6.65,0.45775,"Clay loam sandy"
"SAARIV0004","SA",20211027,-34.26157,140.3869,2021-10-27,19,243.596,18.7723,37.0661,1.95506,17.2179,"DRY",7.04285714285714,1.014,"Medium clay"
"SAARIV0006","SA",20211027,-34.26363,140.3899,2021-10-27 15:53:00,22,243.596,18.7723,37.0661,1.95506,17.2179,"WET",8.65,1.06483333333333,"Medium clay"
"SAARIV0010","SA",20211006,-34.35835,140.5702,2021-10-06 14:01:18,14,252.882,18.7225,36.9112,1.81106,17.0273,"WET",6.32,0.4141,"Light medium clay"
"SAASTP0030","SA",20130819,-29.2902,139.1799,2013-08-19,22,125.336,21.7001,42.3289,2.79365,21.2937,"DRY",7.48,0.1,"Sand"
"SAASTP0031","SA",20130820,-29.27698,139.1756,2013-08-20,23,125.05,21.7095,42.3698,2.8175,21.3319,"DRY",NA,NA,"Sand"
"SAASTP0032","SA",20130820,-29.28949,139.1825,2013-08-20,22,124.658,21.7064,42.3663,2.81489,21.3293,"DRY",7.28,1.558,"Sandy clay loam"
"SAASTP0033","SA",20190523,-30.36058,135.3898,2019-05-23 14:35:08,6,155.664,21.0377,40.6212,2.57621,19.8309,"DRY",7.24,0.099,"Clay loam"
"SAASTP0034","SA",20190524,-30.3634,135.5281,2019-05-24 09:43:00,10,154.748,21.0447,40.6511,2.58531,19.8537,"DRY",7.3,15.13,"Light clay"
"SASMDD0001","SA",20120921,-34.00266,140.5864,2012-09-21,14,249.54,18.9419,37.3521,1.93517,17.3218,"DRY",8.943,0.1728,NA
"SASMDD0001","SA",20190502,-34.00266,140.5864,2019-05-02 11:56:18,7,249.54,18.9419,37.3521,1.93517,17.3218,"DRY",8.61,0.1201,"Loamy sand"
"SASMDD0003","SA",20150501,-33.99453,140.5856,2015-05-01 10:24:34,14,248.585,18.9535,37.4029,1.94755,17.3639,"WET",9.43333333333333,1.47444444444444,NA
